turncoat 0.00024
selling 0.00432
boss 0.01896
dishonest 0.0008
lawyer 0.01
shrugs 8e-05
indifferently 8e-05
says 0.04184
three 0.09136
funny 0.15264
words 0.03408
jeffrey 0.00448
favorite 0.07616
later 0.10432
larry 0.0072
sanders 0.002
fantastic 0.05128
mad 0.01904
millionaire 0.00328
crush 0.00432
ghetto 0.0024
malevolent 0.00144
usual 0.0428
hospital 0.01304
invade 0.00072
demolition 0.0004
site 0.00856
alltime 0.00592
classics 0.01048
look 0.14864
legs 0.00528
big 0.13864
diggers 0.0008
fighting 0.0228
bleeds 0.00032
gets 0.11896
better 0.1884
each 0.12992
quite 0.17048
often 0.07664
easily 0.03736
underrated 0.01688
inn 0.00072
cannon 0.00328
sure 0.09872
flawed 0.00736
realistic 0.04016
view 0.04288
unlike 0.0308
say 0.1912
citizen 0.00496
kane 0.0052
gave 0.04712
lounge 0.0004
singers 0.00312
titanic 0.00936
italians 0.0012
idiots 0.00208
jokes 0.02816
fall 0.03064
flat 0.0116
lovable 0.00824
comedies 0.02104
pull 0.01288
traditionally 0.00104
reviled 0.0004
members 0.02376
society 0.03416
truly 0.0812
impressive 0.02576
fisher 0.00688
king 0.03896
crap 0.01104
either 0.05384
complaint 0.0072
cast 0.16632
someone 0.0652
else 0.06112
director 0.1408
writer 0.02808
typical 0.03448
less 0.07144
actually 0.14248
followable 0.00016
leslie 0.00912
actress 0.04872
moments 0.07336
fleshed 0.002
bit 0.13936
probably 0.11112
cut 0.02856
room 0.03656
worth 0.09656
price 0.01264
rent 0.01832
overall 0.0652
himself 0.09728
job 0.116
characteristic 0.002
speaking 0.01328
directly 0.00752
audience 0.078
again 0.16824
actor 0.09024
fume 8e-05
both 0.17856
played 0.12328
parts 0.05088
comedic 0.01496
robin 0.00896
williams 0.01416
nor 0.02248
quirkyinsane 8e-05
recent 0.02384
thriller 0.0364
fame 0.01048
hybrid 0.00136
drama 0.06456
overdramatization 0.00016
mixed 0.0132
robin's 0.00048
new 0.19384
per 0.00496
se 0.002
mysterysuspense 0.00016
vehicle 0.00848
attempts 0.01848
locate 0.00176
sick 0.01488
boy 0.06192
keeper 0.00192
starring 0.022
sandra 0.00536
oh 0.02656
rory 0.00176
culkin 0.00104
suspense 0.02808
pretty 0.12312
news 0.01176
report 0.00392
william's 0.00064
close 0.0456
achieving 0.00168
goal 0.00568
must 0.12696
highly 0.0684
entertained 0.00872
though 0.19376
fails 0.00992
teach 0.00472
guide 0.00592
inspect 0.0004
amuse 0.00104
felt 0.0552
watching 0.1548
guy 0.0812
performing 0.00648
actions 0.0144
third 0.0288
person 0.05648
perspective 0.0136
real 0.19536
able 0.05736
subscribe 0.00056
premise 0.018
definitely 0.0832
fridaysaturday 0.00016
night 0.08152
fare 0.00864
rates 0.00336
7710 8e-05
fiend 0.00152
yes 0.05648
art 0.05376
successfully 0.00672
slow 0.0332
paced 0.01
unfolds 0.00632
nice 0.08904
volumes 0.00216
notice 0.014
happening 0.01352
fine 0.06768
performance 0.1524
sexuality 0.0076
angles 0.00896
seem 0.08192
unnecessary 0.00688
affect 0.0056
enjoy 0.09064
however 0.14128
core 0.00808
engaging 0.014
doesn't 0.15432
rush 0.00504
onto 0.0128
grips 0.00184
enough 0.11544
keep 0.06624
wondering 0.01104
direction 0.04944
use 0.06864
lights 0.00856
achieve 0.00784
desired 0.00368
affects 0.00336
unexpectedness 8e-05
1 0.0276
looking 0.07776
lay 0.00328
back 0.19624
hear 0.02912
thrilling 0.00752
short 0.07752
critically 0.0012
acclaimed 0.00336
psychological 0.01336
based 0.05896
true 0.11432
events 0.04336
gabriel 0.00248
celebrated 0.00248
latenight 0.00096
talk 0.02944
host 0.00656
becomes 0.05832
captivated 0.00296
harrowing 0.00256
listener 0.00128
adoptive 0.00056
mother 0.06216
toni 0.00304
collette 0.0028
troubling 0.00088
questions 0.01992
arise 0.00144
boy's 0.0028
finds 0.04704
drawn 0.01776
widening 0.00016
mystery 0.03376
hides 0.00256
deadly 0.00784
secret 8e-05
according 0.01152
film's 0.04472
official 0.00496
synopsis 0.00256
stop 0.032
reading 0.0248
comments 0.03056
now 0.1832
lose 0.0168
ending 0.0912
ms 0.01376
planning 0.00496
chopped 0.00104
sent 0.02008
deleted 0.00224
land 0.01456
overkill 0.00096
nature 0.03584
physical 0.01496
mental 0.0116
ailments 0.00032
obvious 0.03216
mr 0.06336
returns 0.01352
york 0.03936
possibly 0.02192
blindness 0.00104
question 0.02552
revelation 0.006
certain 0.03584
highway 0.0024
video 0.05048
tape 0.01032
benefit 0.00344
reediting 0.00024
director's 0.00936
bobby 0.0056
cannavale 0.00072
jess 0.00248
initially 0.00856
believable 0.036
couple 0.06384
establishing 0.00192
relationship 0.05152
might 0.10016
helped 0.0152
set 0.09496
stage 0.03152
otherwise 0.02064
exemplary 0.00096
offers 0.01792
exceptionally 0.00368
strong 0.05968
characterization 0.00448
gay 0.0176
impersonation 0.00088
anna 0.01128
joe 0.0292
morton 0.00104
ashe 0.00016
pete 0.00296
logand 0.00024
perfect 0.09544
collette's 0.00032
donna 0.0044
belongs 0.00592
creepy 0.02584
hall 0.01032
correct 0.008
saying 0.02568
'psycho' 8e-05
several 0.0624
organizations 0.00048
giving 0.032
awards 0.01256
seemed 0.04048
reach 0.01048
women 0.06424
due 0.03848
slighter 0.00024
dispersion 8e-05
roles; 0.00048
certainly 0.06576
noticed 0.01152
award 0.02024
consideration 0.00216
patrick 0.01144
stettner 0.00056
evokes 0.00264
hitchcock 0.00792
makes 0.1904
getting 0.05664
sandwich 0.0004
vending 0.00016
machine 0.01072
suspenseful 0.00968
finally 0.06488
writers 0.01856
armistead 0.0004
maupin 0.00024
terry 0.00424
anderson 0.00768
deserve 0.00792
gratitude 0.00136
attendants 0.00032
everywhere 0.00744
12106 8e-05
~ 0.00176
2006 0.00712
12 0.01768
john 0.10384
cullum 0.00016
lisa 0.00696
emery 0.00032
becky 0.00144
baker 0.006
dir 0.00048
hitchcockian 0.00112
suspenser 8e-05
gives 0.08232
standout 0.00528
lowkey 0.00352
celebrities 0.0024
fans 0.06176
near 0.0292
paranoia 0.00496
associates 0.00184
why 0.146
almost 0.12368
norm 0.00248
latest 0.008
derange 8e-05
fan 0.07784
scenario 0.00544
talkradio 8e-05
personality 0.01512
named 0.0348
reads 0.00352
stories 0.05448
penned 0.00224
airwaves 0.00048
accumulated 0.0004
interesting 0.11688
form 0.03536
submitted 0.00072
manuscript 0.00096
travails 0.0004
troubled 0.0088
youth 0.0132
one's 0.0116
editor 0.0036
read 0.06832
naturally 0.01016
disturbed 0.00408
ultimately 0.02152
intrigued 0.0052
nightmarish 0.00248
existence 0.00968
abducted 0.00072
sexually 0.0048
abused 0.00304
rescued 0.00168
nurse 0.00376
excellent 0.13272
adopted 0.00312
correspondence 0.00064
reveals 0.0104
dying 0.01192
aids 0.00496
meet 0.03064
suddenly 0.0176
doubt 0.02896
devious 0.00112
ulterior 0.00064
motives 0.00424
seed 0.00144
planted 0.00128
estranged 0.0028
lover 0.0152
whose 0.04584
sudden 0.01048
departure 0.00368
city 0.05872
apartment 0.0184
emotional 0.03536
tailspin 0.00024
grown 0.00936
tempest 0.0012
teacup 0.00016
decides 0.02264
investigating 0.00272
pete's 0.00064
backgrounds 0.00544
discovering 0.00408
truths 0.00256
didn't 0.13344
anticipate 0.0008
cowrote 0.00152
screenplay 0.02672
former 0.02248
novice 0.00168
fan's 0.00048
hoax 0.0004
run 0.04032
full 0.07272
tilt 0.0008
old 0.16512
fashioned 0.00448
potboiler 0.0008
helps 0.0216
conflicted 0.00248
goodhearted 0.00176
genuinely 0.0124
number 0.04528
fact 0.13368
thing 0.12984
escaped 0.00472
own 0.16016
unsettling 0.00536
dreadful 0.00272
trait 0.00136
leave 0.04352
unmentioned 0.00024
underlines 0.00056
desperation 0.00512
rattle 0.00032
runs 0.02
gas 0.00704
eventually 0.03128
repetitive 0.00256
predictable 0.01752
despite 0.05776
finely 0.00248
directed 0.04808
piece 0.05088
hoodwink 8e-05
pays 0.00528
listen 0.01304
inner 0.01
voice 0.0444
careful 0.00416
hope 0.0616
god 0.03064
bless 0.00192
constantly 0.01744
shooting 0.0172
foot 0.00904
lately 0.00392
dumb 0.00912
done 0.1216
decade 0.01184
perhaps 0.0696
exception 0.01344
death 0.07528
smoochy 8e-05
bombed 0.00128
came 0.07112
cult 0.01584
dramas 0.00784
especially 0.1208
insomnia 0.00112
hour 0.0284
photo 0.0028
mediocre 0.006
reviews 0.02392
quick 0.01096
dvd 0.10024
release 0.03624
among 0.03888
period 0.03352
chilling 0.01008
include 0.01664
serial 0.01616
killer 0.03984
anyone 0.09464
physically 0.00616
dangerous 0.0132
concept 0.01648
actual 0.0284
case 0.0572
fraud 0.00176
yet 0.12232
officially 0.00168
confirmed 0.0016
autobiography 0.00168
child 0.04952
anthony 0.01056
godby 8e-05
johnson 0.00704
suffered 0.0064
horrific 0.00576
abuse 0.00704
contracted 0.00056
result 0.02208
moved 0.0168
reports 0.00224
online 0.00376
may 0.15736
exist 0.00896
confused 0.01256
feelings 0.02272
brilliantly 0.0164
portrayed 0.02736
resurfaced 0.00024
mind 0.07408
sociopathic 0.0004
caretaker 0.00184
role 0.1548
cry 0.02136
miss 0.0412
sunshine 0.00592
times 0.14264
looked 0.02696
camera 0.05192
thought 0.12424
staring 0.00264
takes 0.09856
play 0.09504
sort 0.05
understated 0.006
reviewed 0.00192
actresses 0.0148
generation 0.01112
nominated 0.01248
academy 0.0152
2008 0.00312
incredible 0.0324
least 0.0876
scary 0.0288
dark 0.064
recommend 0.07992
prepared 0.0068
unsettled 0.0004
leaves 0.0296
strange 0.0376
feeling 0.04864
maupins 8e-05
taken 0.03952
displayed 0.0044
cares 0.0076
loves 0.02016
said 0.07696
version 0.09152
expected 0.02472
past 0.05856
gloss 0.00096
hollywood 0.07696
succeeded 0.00392
amount 0.01904
restraint 0.00216
captures 0.01536
fragile 0.00344
essence 0.008
lets 0.01224
us 0.1828
struggle 0.01568
issues 0.0192
trust 0.01336
personnel 0.0012
lifejess 8e-05
around 0.13216
himdonna 8e-05
introduced 0.01312
players 0.01448
reminded 0.01552
nothing 0.10192
seems 0.12728
smallest 0.00168
event 0.016
change 0.04376
our 0.1156
lives 0.06968
irrevocably 0.00016
request 0.00168
review 0.02496
book 0.08608
turns 0.05344
changing 0.00712
find 0.1808
strength 0.01352
within 0.03576
carry 0.01136
forward 0.02136
avoid 0.01056
average 0.02392
american 0.09192
serious 0.0384
please 0.02816
chance 0.04856
touches 0.01128
darkness 0.00656
go 0.19
ourselves 0.00744
stepped 0.0016
another 0.16392
quality 0.046
forget 0.02872
steals 0.01168
1940's 0.00208
leading 0.02712
looks 0.0704
screen 0.09456
presence 0.0176
hacks 0.00032
opinion 0.04184
s~ 8e-05
liked 0.07344
action 0.13184
tense 0.0084
opening 0.03664
semi 0.00048
truck 0.00448
transitional 0.00048
filmed 0.03064
ways 0.03896
lapse 0.0004
photography 0.01896
unusual 0.01792
colors 0.01064
evil 0.0512
i'd 0.04696
8 0.02544
10 0.08368
illnesses 0.00056
born 0.01752
modern 0.0424
constant 0.01168
vigilance 0.00032
accrued 0.00016
information 0.016
realm 0.00376
pyschosis 8e-05
kept 0.02544
psychologists 0.00016
counselors 8e-05
psychiatrists 0.00016
busy 0.00736
last 0.12192
decades 0.00832
occasionally 0.01144
phenomenon 0.00344
discover 0.0128
knowledge 0.01232
remedy 0.00024
entitled 0.00208
listner 8e-05
tells 0.04432
popular 0.02632
radio 0.01344
called 0.04672
noon 0.0012
spends 0.0064
evenings 0.00072
enthralling 0.0028
audiences 0.02176
vivid 0.0068
lifestyles 0.00104
authentic 0.00816
veneer 0.00104
causes 0.00616
admit 0.024
longer 0.01872
abandoned 0.00688
friend 0.06192
seeks 0.00464
shelter 0.0016
deepening 0.0004
despair 0.0048
isolation 0.00344
mysterious 0.01704
asks 0.01456
needs 0.03512
feel 0.12232
useful 0.00352
reaches 0.00456
desperate 0.012
14 0.00832
year 0.08408
peter 0.03504
depicts 0.00552
early 0.0732
sexual 0.02768
hands 0.02456
brutal 0.01472
parents 0.0336
soon 0.05424
enwrapped 8e-05
elusive 0.00136
bizarre 0.01752
tale 0.0412
torn 0.00664
medical 0.00552
nightmare 0.01104
pure 0.02528
d 0.00568
pop 0.0108
comical 0.00608
prove 0.0096
performances 0.09752
enjoyed 0.07008
summer 0.0168
entire 0.04736
notes 0.00552
adds 0.01872
wonderful 0.10856
comic 0.03816
touch 0.02376
mom 0.012
goes 0.094
top 0.0676
everyone 0.09248
under 0.05032
half 0.04832
general 0.02984
nine 0.00728
minutes 0.06504
shorter 0.00256
sundance 0.00184
wonder 0.03056
disturbing 0.02
images 0.02432
told 0.04712
straightforward 0.00432
fashion 0.01296
refreshing 0.01432
directors 0.02576
impress 0.00336
rather 0.10688
tell 0.06008
sucker 0.00184
punched 0.00096
previews 0.0024
ads 0.00064
want 0.12416
expecting 0.02216
disappointed 0.02736
left 0.0752
audience's 0.00216
imagination 0.0152
minor 0.01952
quibble 0.0016
roles 0.05424
somewhat 0.044
odd 0.02288
different 0.1196
guarantee 0.0036
kind 0.09776
won't 0.04672
pacing 0.01056
plus 0.024
come 0.12608
intriguing 0.01352
content 0.01392
americanized 0.00072
neither 0.01488
secrets 0.00624
hard 0.09216
determine 0.00152
outcome 0.00568
hell 0.0272
damn 0.01072
original 0.1096
previous 0.02528
commenters 0.00056
foundations 0.00024
happened 0.03824
delivery 0.00704
waste 0.0076
eerie 0.00808
waiting 0.02048
editing 0.02176
needed 0.02296
across 0.03872
canadian 0.00936
few 0.15264
seasons 0.01392
xfiles 0.00208
cheap 0.01576
hokey 0.00216
jump 0.0092
seat 0.01
reached 0.00528
moment 0.04792
faded 0.00184
away; 0.00032
false 0.00656
climax 0.01648
away 0.10176
part 0.16376
tries 0.03872
fix 0.00312
problems 0.03664
held 0.01488
attention 0.03968
shining 0.00624
enamored 0.00056
friendship 0.01824
ill 0.00632
met 0.01368
contact 0.00584
talking 0.02904
telephone 0.00096
williams' 0.0008
exboyfriend 0.0008
raises 0.00368
prompts 0.00032
arrange 0.00128
meeting 0.01248
follows 0.02432
permanent 0.00192
impact 0.02088
memorable 0.03712
portrayal 0.02976
culkin's 0.00024
starred 0.0072
inspired 0.01712
somber 0.00184
silence 0.00592
throughout 0.06352
thanks 0.02328
seeing 0.08784
logic 0.006
anyway 0.03672
added 0.01776
bonus 0.0048
recommended 0.02992
810 0.01688
storyteller 0.00144
onerobin 8e-05
williamsscraggy 8e-05
hushedhypnotic 8e-05
tones 0.00224
acquainted 0.00128
friends 0.07568
fourteenyearold 0.00016
wisconsin 0.00112
logandrory 8e-05
culkinwho 8e-05
detailing 0.00128
bootpete 8e-05
compels 0.0004
further 0.02312
stillsince 8e-05
partner 0.01136
jessbobby 8e-05
cannavalegoodhappens 8e-05
survivor 0.00248
hiv 0.00064
acquaints 8e-05
guardiana 8e-05
donnatoni 8e-05
collettebrilliantand 8e-05
wisconsinhe 8e-05
discovers 0.01256
wasnaturallynot 8e-05
maupinwho 8e-05
andersonand 0.00016
stetnerthis 8e-05
moves 0.0264
lot 0.16552
faster90 8e-05
minmaybe 8e-05
longerthan 8e-05
genre 0.05512
that's 0.11
keeps 0.03144
storyline 0.02784
lean 0.00216
clear 0.03064
various 0.02824
holes 0.0092
sewup 8e-05
openings 0.00024
backstory 0.00168
detail 0.01672
except 0.03048
thatif 8e-05
familiar 0.02584
mrmaupin's 8e-05
works 0.06736
personal 0.0328
storyyou 8e-05
loop 0.00096
stillthe 8e-05
would've 0.00504
loved 0.086
heard 0.04392
narrationpersonallycollettecannavaleculkin 8e-05
supporting 0.04856
castthe 0.00016
waitress 0.00488
restaurant 0.00528
collete's 8e-05
frequents 0.0004
small 0.07528
hasare 8e-05
topnotch 0.00504
mood 0.018
established 0.00752
herenamelythe 8e-05
chillylonely 8e-05
exteriors 0.0004
yorkgive 8e-05
terrific 0.02776
framing 0.00224
ends 0.03752
tie 0.00304
together 0.10056
particularly 0.04536
wellbut 0.00032
compelling 0.02144
stick 0.01152
draws 0.0072
hints 0.00448
lurking 0.00152
tension 0.02088
mild 0.00448
mannered 0.00112
relate 0.0132
obsession 0.0072
collete 8e-05
fares 0.00056
intentions 0.00408
production 0.06112
rushed 0.00504
apparent 0.01024
feels 0.03176
preview 0.00304
complete 0.03112
effort 0.0204
taupin 8e-05
commendable 0.00192
absolutely 0.05136
completely 0.05728
enthralled 0.00192
gripping 0.01008
intense 0.02048
spoton 0.00216
literally 0.01736
phone 0.00968
ring 0.0148
itself 0.0596
soundly 0.00016
edge 0.0224
rest 0.06224
evening 0.01104
choices 0.00792
madethe 0.00016
casting 0.02376
script 0.07496
bits 0.01056
humor 0.05752
sprinkled 0.00072
points 0.02992
could've 0.00448
gone 0.02944
thrill 0.0048
put 0.0876
above 0.03464
thrillers 0.00832
latelyand 8e-05
generally 0.01696
weaknesses 0.004
identity 0.01328
crisis 0.0072
atmosphere 0.03888
fireside 0.00016
mine 0.01256
ghost 0.01776
sometimes 0.05856
awkward 0.00856
deliberate 0.00328
possibility 0.00536
plods 0.00016
alongno 8e-05
flashy 0.00256
endings 0.00448
earthshattering 0.00056
revelations 0.0016
showdown 0.0044
thank 0.01904
heaven 0.014
zone 0.00568
reservations 0.0016
expectations 0.01392
conventionallygood 8e-05
supposed 0.026
generic 0.00208
everyman 0.00136
avatar 0.00032
enter 0.00872
oscar 0.04344
shouldn't 0.01224
win 0.02256
shot 0.0716
alone 0.04
surely 0.0148
twenty 0.00888
percent 0.00096
coming 0.04272
comes 0.10064
picky 0.00096
i'll 0.03056
complain 0.00552
wrong 0.05144
flaws 0.0176
low 0.03192
count 0.01136
since 0.1204
caps 0.00056
contained 0.00416
led 0.01512
unfortunately 0.03336
3 0.03872
lines 0.04968
discovered 0.01304
poster's 8e-05
reason 0.06256
disdain 0.00144
heshe 0.00088
team 0.03696
smokes 0.00056
crackapparently 8e-05
deserved 0.01312
merits 0.0028
orientation 0.00096
let's 0.01848
checklist 0.00024
shred 0.00064
commercials 0.0036
horror 0.10688
approached 0.00264
amaze 0.00128
stay 0.02472
faithful 0.0088
2 0.05584
long 0.12504
ago 0.04752
broke 0.00712
free 0.0212
chains 0.00104
typecast 0.0012
flourished 0.00048
wrote 0.01736
achieves 0.00304
playing 0.06832
increasingly 0.00624
entangled 0.0008
ofwell 8e-05
let 0.05584
yourself 0.03368
poster 0.00432
referred 0.00376
i've 0.122
sutdying 8e-05
course 0.10728
lick 0.0004
difference 0.01528
matters 0.0088
simply 0.06664
establish 0.00304
basing 0.00048
opinions 0.0036
substantial 0.00184
relevantfor 8e-05
example 0.04968
alleged 0.00104
drug 0.0132
habits 0.00096
lol 0.00456
stettner's 8e-05
moody 0.0056
allowed 0.0124
lighting 0.01136
create 0.02496
sosoughtafter 8e-05
messy 0.00152
fastpaced 0.00336
camerawork 0.00392
cuts 0.0084
we're 0.01736
subjected 0.00168
today 0.05808
other's 0.00344
appreciate 0.02648
courage 0.00896
utilized 0.00096
eyeball 0.00048
4 0.02456
cinematography 0.0452
ten 0.02912
paragraphs 0.00032
wrap 0.00312
alterior 8e-05
trashing 0.00064
unknowingly 0.00096
reveal 0.00928
motive 0.00216
post 0.00832
ben 0.0248
wellpaced 0.0008
jamie 0.0052
foxx 0.00216
hapless 0.00272
fasttalking 0.00064
hoodlum 0.00048
chosen 0.00968
overly 0.00896
demanding 0.00288
treasury 0.00096
agent 0.01448
david 0.04808
morse 0.00216
released 0.04584
thiefhacker 8e-05
doug 0.00184
hutchinson 0.00048
stole 0.00464
fortytwo 0.00024
million 0.01232
dollars 0.00608
guards 0.00192
dead 0.05464
bait 0.00128
marks 0.00568
sophomore 0.00088
feature 0.03176
antoine 0.00048
fuqua 0.00016
replacement 0.002
killers 0.0104
handles 0.00312
task 0.008
fairly 0.02312
common 0.0196
sequences 0.02992
flatout 0.00056
although 0.1184
annoying 0.01576
beginning 0.05864
began 0.01424
catch 0.02104
marvelous 0.01016
mastermind 0.00152
ruthless 0.0052
malkovich 0.0004
patient 0.008
late 0.05536
laurence 0.00424
olivier 0.00424
marathon 0.0016
okay 0.01672
ingenious 0.004
whoever 0.00544
cost 0.00784
legendary 0.0104
boris 0.00256
karloff 0.006
ended 0.01944
illustrious 0.00064
career 0.04248
four 0.03576
cheapie 0.00032
fright 0.00224
flick 0.03328
clunkers 0.00016
mexico 0.00888
token 0.00128
gothic 0.00728
entry 0.00616
bunch 0.01744
typically 0.00528
spry 0.00016
dignified 0.00184
matthias 0.00048
morteval 8e-05
elderly 0.00648
eccentric 0.00552
patriarch 0.00152
invites 0.00344
petty 0.00392
greedy 0.0036
backbiting 0.00016
nocount 0.00016
relatives 0.00344
rundown 0.00104
castle 0.01752
hateful 0.00168
guests 0.00232
bumped 0.00088
lethal 0.00224
lifesized 8e-05
toy 0.00544
populate 0.00088
place 0.09888
onetime 0.00032
mexican 0.00664
sex 0.04824
symbol 0.00256
andres 8e-05
garcia 0.00152
tintorera 8e-05
infamy 0.00032
portrays 0.0124
dashing 0.0028
police 0.04504
officer 0.01104
hero 0.03256
julissa 8e-05
ravishing 0.00152
sole 0.00336
likable 0.018
female 0.03096
clunky 0.0008
plodding 0.00072
nondirection 8e-05
trite 0.00272
bythenumbers 0.0004
ugly 0.00672
washedout 0.00032
ridiculous 0.0136
murder 0.0492
pieces 0.0168
gross 0.00424
fat 0.00624
slob 0.00112
blasted 0.0004
miniature 0.00104
overwrought 0.00088
string 0.00328
score 0.0484
morbid 0.00296
gloomdoom 8e-05
largely 0.00952
lousy 0.00152
notably 0.00576
excepted 0.00032
cheesy 0.01784
gore 0.0208
poor 0.03288
dubbing 0.00384
rousing 0.00248
fiery 0.0016
conclusion 0.01872
lend 0.00272
enjoyably 0.00136
awful 0.01272
lemon 0.00136
endearingly 0.00088
cruddy 0.00024
hence 0.00576
oddly 0.00544
amusing 0.01952
ratty 0.00016
charm 0.0204
campy 0.00528
hoot 0.00272
edgar 0.00448
allen 0.01512
poe 0.00216
house 0.082
usher 0.00096
dance 0.03504
poem 0.00496
similar 0.03888
blackandwhite 0.00216
decrepit 0.00088
cat 0.01832
canary 0.0004
terror 0.008
demented 0.00312
inventor 0.00136
lifesize 0.00016
dolls 0.00368
terrorize 0.00056
dies 0.01272
residents 0.00328
terrifying 0.00824
experiences 0.01024
mustsee 0.0088
mysteries 0.00584
plenty 0.02936
popcorn 0.00376
soda 0.00032
darkened 0.00128
dan 0.01272
basinger 0.00128
aro 0.00048
tolbukhin 0.00032
burnt 0.00152
alive 0.01824
seven 0.01576
mission 0.01072
guatemala 0.00016
70's 0.01288
declared 0.00104
murdered 0.0084
16 0.00448
pregnant 0.00496
fire 0.02128
documentary 0.04384
portraits 0.0012
interviews 0.0064
actors 0.15688
facts 0.00824
analytical 0.00016
horrifying 0.00448
testimony 0.0016
childhood 0.01952
trauma 0.002
turn 0.05064
monster 0.01456
rate 0.02136
710 0.01568
villaronga 0.00064
concentrates 0.00208
aspect 0.01904
forgetting 0.00192
rhythm 0.00384
critics 0.0188
caught 0.02656
broad 0.004
improved 0.00408
frankly 0.00728
slept 0.0008
nevertheless 0.01264
there's 0.0924
en 0.0024
la 0.02408
mente 8e-05
del 0.0032
asesino 8e-05
inside 0.02648
killer's 0.00128
warning 0.0088
exercise 0.00344
cinema 0.06736
it´s 0.00176
super 0.01352
black 0.07192
white 0.0556
shots 0.0308
milimeters 8e-05
color 0.01984
flashbacks 0.00848
documental 8e-05
viceversa 0.00056
peculiar 0.0028
relays 0.0004
existed 0.00488
hungarian 0.0016
arrived 0.004
worked 0.02312
religious 0.01032
act 0.04096
penalty 0.00192
sentenced 0.00192
starts 0.04352
french 0.0388
documentalists 8e-05
interested 0.02816
interview 0.00648
nowadays 0.00896
involved 0.04016
deeper 0.01
research 0.0064
witness 0.00992
main 0.08304
history 0.0632
guided 0.00176
phase 0.00264
