alright,0.01088
nothing,0.2356
spectacular,0.00488
isn't,0.1468
oscar,0.01544
winner,0.00512
jack,0.0236
lemmon,0.00104
said,0.09728
since,0.10984
mistake,0.02208
star,0.06672
looks,0.12136
old,0.15728
frail,0.00072
lee,0.02944
grant,0.00784
drunk,0.01216
sir,0.0044
christopher,0.01488
given,0.07776
plenty,0.02064
familiar,0.016
faces,0.01304
orientated,0.00032
ideas,0.02688
behind,0.05032
bit,0.10248
silly,0.04688
bland,0.01728
direction,0.05848
doesn't,0.20776
though,0.16304
sunken,0.00064
shouldn't,0.01432
boring,0.116
followed,0.0148
concorde,0.00016
'79,0.00016
1979,0.0028
lacked,0.00624
couldn't,0.0828
put,0.09976
finger,0.00408
charisma,0.00552
part,0.1512
leading,0.02176
actress,0.04472
inevitably,0.00272
translated,0.00248
chemistry,0.0156
shared,0.00184
screen,0.0848
romantic,0.02176
came,0.0624
across,0.03856
merely,0.01608
actors,0.18608
play,0.07696
director,0.16536
miscalculated,8e-05
needed,0.03088
screenplay,0.02752
exactly,0.04144
chef,0.00136
love,0.16464
seemed,0.06856
enamored,0.00064
culinary,8e-05
skills,0.01048
restaurant,0.00368
ultimately,0.02008
himself,0.0736
youthful,0.00136
exploits,0.00184
anybody,0.0136
else,0.09168
never,0.2584
convinced,0.00912
princess,0.00448
disappointed,0.0452
forget,0.02824
nominated,0.00392
judge,0.00952
yourself,0.04456
sorry,0.04376
everyone,0.07616
supposed,0.0948
art,0.03808
wow,0.0192
handed,0.0048
guns,0.01344
screening,0.00536
blow,0.0076
brains,0.0052
photographic,0.00072
excellent,0.03048
painful,0.02416
absence,0.0044
sound,0.05744
track,0.0152
brutal,0.00888
loooonnnnng,8e-05
long,0.1304
sitting,0.02216
talking,0.04384
especially,0.074
complaining,0.00296
hard,0.09952
getting,0.0724
performances,0.046
dark,0.0424
sombre,0.00032
uninspired,0.0084
stuff,0.0528
take,0.1424
thing,0.22496
maureen,0.00088
stapleton,0.0004
red,0.02408
dress,0.0056
dancing,0.01544
otherwise,0.032
ripoff,0.01064
bergman,0.00448
i'm,0.22576
fan,0.07056
f,0.01096
anyone,0.11008
enjoyed,0.0292
1,0.06632
12,0.02128
hours,0.04544
lying,0.00752
parents,0.02296
took,0.04248
theater,0.0372
interiors,0.00192
watched,0.09112
walked,0.01168
recently,0.01728
lived,0.01168
rest,0.08128
without,0.12672
pretentious,0.01624
ponderous,0.0016
painfully,0.01424
piece,0.06944
70's,0.01104
wine,0.00176
cheese,0.00856
tripe,0.00576
woody,0.00856
allen,0.01096
favorite,0.02144
directors,0.02568
worst,0.19552
crap,0.0676
career,0.03496
unmistakable,0.00056
style,0.04904
ingmar,0.0008
berman,0.00048
gives,0.04344
angular,0.00016
muted,0.00112
insight,0.00664
lives,0.03864
family,0.08872
wrought,0.00064
psychological,0.00752
damage,0.00552
caused,0.0084
divorce,0.0028
estrangement,0.00016
nonlove,8e-05
halitosis,8e-05
whatever,0.03456
intentionally,0.00408
comic,0.02792
relief,0.00912
music,0.10152
drenched,0.00064
shadowy,0.0012
pathos,0.00072
defined,0.00232
expressionist,0.00024
nature,0.0192
using,0.03432
improvisational,0.00024
method,0.00304
illicit,0.00064
pronounced,0.0012
depth,0.01864
meaning,0.01752
truth,0.0236
beyond,0.03864
simply,0.09016
connection,0.01088
sympathy,0.00888
instead,0.1168
felt,0.06648
contempt,0.0036
parade,0.0028
shuffling,0.00064
whining,0.00304
nicotine,0.00024
stained,0.0004
martyrs,0.00016
perpetual,0.00088
quest,0.00568
identity,0.0064
amid,0.00128
backdrop,0.00352
cosmopolitan,0.00016
affluence,8e-05
baked,0.00064
brie,0.00016
intelligentsia,0.00016
looms,0.00024
fart,0.00248
room,0.0344
speaks,0.0076
affected,0.00296
platitudes,0.00088
elevated,0.00088
language,0.0156
between,0.10864
cigarettes,0.00112
lost,0.05744
struggling,0.008
desperate,0.01344
find,0.14824
understanding,0.00792
goes,0.09984
point,0.1432
want,0.1704
slap,0.00584
resolution,0.00568
interminable,0.0024
introspective,0.0004
babble,0.00072
drama,0.03888
taken,0.0388
extreme,0.01368
audience's,0.00208
ability,0.01888
connect,0.00504
chose,0.00912
immersed,0.0008
themselves,0.04552
feel,0.1068
left,0.09104
reason,0.1208
found,0.10072
self,0.0156
indulgent,0.00176
spiritually,0.00032
draining,0.00072
going,0.1828
insistence,0.00088
promoting,0.00176
message,0.0284
prozac,0.00032
prose,0.00056
distorted,0.00216
techniques,0.00416
jettisons,0.00016
past,0.04096
relevance,0.00256
highly,0.02152
recommend,0.05352
you're,0.09056
feeling,0.04176
happy,0.02752
need,0.07536
remind,0.00584
death,0.07024
let's,0.03312
pretend,0.00528
happened,0.0468
appears,0.03616
critics,0.01224
unpalatable,0.00032
unbearably,0.0016
wooden,0.02168
imitations,0.00072
kid,0.05008
ourselves,0.0044
mostly,0.038
supportive,0.00144
allen's,0.00184
pretensions,0.0012
accusations,0.0012
contrary,0.00408
notwithstanding,0.00152
why,0.2716
generally,0.02016
applauded,0.00072
originality,0.0088
imitating,0.00152
contemporaneous,8e-05
brian,0.00912
depalma,0.00048
excoriated,8e-05
ripping,0.00344
hitchcock,0.00448
suspensehorror,8e-05
robin,0.00976
wood's,0.00112
view,0.02944
strange,0.03488
form,0.0244
cultural,0.00528
snobbery,0.0004
agree,0.02264
attempt,0.05856
york,0.02272
intellectual,0.006
less,0.0804
10,0.0852
swedish,0.00408
susan,0.00648
sontag's,8e-05
brother,0.03288
carl,0.00256
sweden,0.00096
results,0.0104
wilde,0.00072
reference,0.00664
dickens',0.00024
curiosity,0.00576
shop,0.00776
heart,0.02568
stone,0.01048
laugh,0.05976
loud,0.01864
nell,0.00192
same,0.16504
chock,0.00112
full,0.05736
solemnly,8e-05
intoned,8e-05
howlers,0.0004
afraid,0.01456
anger,0.00456
looking,0.10224
distance,0.0044
becoming,0.01136
directorial,0.004
quotations,0.00032
use,0.07416
polite,0.00144
term,0.00776
close,0.04368
parody,0.01032
incredibly,0.0292
selfinvolved,0.00056
keep,0.06128
reminding,0.00152
brilliant,0.02152
talented,0.02224
strangulation,0.00032
read,0.08504
poem,0.00168
yours,0.00248
day,0.08176
yorker,0.00112
oh,0.0792
reworked,0.00064
caring,0.00584
however,0.13712
quite,0.12672
hilarious,0.02792
dialog,0.03928
funny,0.18072
earlier,0.02224
he's,0.11976
lines,0.07192
straight,0.03416
cast,0.13144
poor,0.116
mary,0.01648
beth,0.00168
hurt,0.01552
copy,0.02024
thespian,0.00104
tics,0.00048
intonations,8e-05
neurotic,0.00208
habits,0.0012
turning,0.01536
embarrassing,0.01512
surrogate,0.00112
kenneth,0.00376
branagh,0.0036
celebrity,0.0032
basic,0.02256
dysfunctional,0.00344
quietly,0.00296
domineering,0.00032
mother,0.04536
seems,0.1616
lifted,0.00336
bergman's,0.0004
winter,0.00296
light,0.02712
melodrama,0.00528
tricked,0.00192
lot,0.1504
existential,0.00104
angst,0.00232
comes,0.09744
shopworn,0.00032
visualaural,8e-05
tricks,0.0036
deafening,0.00032
scratching,0.002
pencil,0.00048
paper,0.01104
towering,0.00032
surf,0.002
dwarfs,0.00104
walking,0.02136
beach,0.00776
etc,0.04888
later,0.06848
serious,0.03952
i'll,0.04592
woody's,0.00048
rarely,0.00992
funnier,0.00768
blame,0.01752
timid,0.00056
writers,0.03144
clueless,0.00392
paid,0.02088
angie,0.00176
charlie,0.00976
denise,0.00248
rosanna,0.00208
jon,0.00536
wasn't,0.11856
enough,0.15768
veil,0.00048
timidity,0.00016
cowardice,0.0004
hung,0.00256
each,0.07576
got,0.15584
r,0.00856
rating,0.04192
anyway,0.04856
ubiquitous,0.00104
bubble,0.00208
bath,0.00312
shot,0.08608
70yearold,8e-05
woman,0.0996
harmon,0.00136
sheen,0.00184
sleepwalk,0.00048
potentially,0.00472
hot,0.02664
relationships,0.00944
beautiful,0.04632
sexy,0.0156
actresses,0.0112
world,0.10264
laughs,0.02784
whoopi,0.00208
goldberg,0.004
judy,0.00296
tenuta,0.00016
predictable,0.0492
surprised,0.02472
five,0.03816
year,0.06368
waste,0.1084
viewers,0.02624
mediocre,0.0224
bag,0.00696
hammers,0.00064
bitchy,0.0016
demeanor,0.00088
law,0.01456
order,0.03624
carries,0.00336
failed,0.02808
come,0.12624
unscathed,0.00128
anticomedy,8e-05
positive,0.02608
mess,0.04232
denise's,0.00016
marriage,0.01096
hopefully,0.00856
effort,0.04224
produces,0.00192
weak,0.04152
outdated,0.00296
country,0.02792
walker,0.004
care,0.06664
watching,0.20944
subject,0.02472
believable,0.02
2007,0.00304
set,0.08576
dc,0.0016
rang,0.00104
true,0.06568
applause,0.0012
low,0.0692
quick,0.0144
stay,0.03688
qa,0.00064
schrader,0.0004
ahead,0.01432
finished,0.0132
finish,0.0176
jumped,0.00464
next,0.06776
try,0.08336
figure,0.03056
guess,0.06992
carter,0.00352
private,0.00896
boyfriend,0.01592
artistic,0.012
male,0.02672
bondage,0.0016
torture,0.01624
pictures,0.01336
iraq,0.00344
prisons,0.00032
thinking,0.05608
create,0.0232
subculture,0.00032
car,0.05624
work,0.15408
sense,0.10216
harrelson,0.00056
played,0.07976
flawlessly,0.00032
may,0.1104
twenty,0.00944
ago,0.0332
likely,0.01752
recognized,0.00312
lauren,0.0016
lily,0.00104
kristin,0.00096
unless,0.04144
giant,0.01848
pant,0.00016
load,0.006
paul,0.02208
utterly,0.02384
own,0.10568
directing,0.0288
comatose,0.0012
sleepwalking,0.00144
during,0.0804
process,0.01096
whom,0.02192
ordinarily,0.00024
plays,0.06624
homosexual,0.00312
social,0.0164
companion,0.0028
bored,0.03096
wives,0.004
washington,0.00736
elite,0.00272
dimensional,0.00472
magazine,0.00464
bounced,0.0004
around,0.15296
front,0.024
camera,0.07648
popsicle,0.00016
stick,0.02352
southern,0.00688
accent,0.02336
rack,0.002
decrescendos,8e-05
beginning,0.05216
every,0.16096
line,0.0744
delivers,0.00928
heat,0.004
humidity,8e-05
south,0.01328
ounce,0.00184
energy,0.01256
monotonous,0.0032
moritz,8e-05
bleibtreau,8e-05
attempts,0.02808
affect,0.00184
kind,0.12152
mid,0.00496
east,0.00512
clumsy,0.0064
deliver,0.01432
written,0.06152
incapable,0.00296
rolling,0.008
r's,0.00024
spite,0.00656
fact,0.14608
german,0.016
several,0.05064
languages,0.00128
italian,0.01656
someone,0.11288
ya,0.0044
leads,0.0264
tolerable,0.00368
moments,0.05784
supporting,0.02304
tomlin,0.00024
bacall,0.00144
scott,0.01816
thomas,0.00792
managed,0.01848
dignity,0.00432
tact,8e-05
ufortunately,8e-05
redeem,0.00432
endless,0.0132
series,0.09544
flaws,0.0112
worth,0.08376
your,0.25672
called,0.05416
noteworthy,0.00224
events,0.02824
together,0.0748
5%,0.0004
total,0.03472
everything,0.0932
mean,0.08616
_everything_,8e-05
basically,0.0452
director's,0.01048
fill,0.01192
disturbing,0.01768
troubled,0.00256
gritty,0.00304
expect,0.04736
60,0.00456
hazydark,8e-05
literally,0.01936
storyline,0.03736
coming,0.03808
rosario,0.00136
dawson,0.00248
completely,0.09304
wasted,0.03808
naked,0.02144
nc17,0.00144
saw,0.11744
throw,0.02104
away,0.1144
nap,0.00136
you'll,0.05016
probably,0.11488
interesting,0.13
dreams,0.01144
discussion,0.00464
hints,0.00376
corruption,0.00184
murder,0.03144
power,0.03216
related,0.0064
topics,0.00168
sometimes,0.03704
realistic,0.01776
nevertheless,0.006
development,0.03056
tea,0.00528
drinking,0.00728
ceremony,0.00232
visuals,0.00776
stunning,0.00712
ease,0.00312
eye,0.02448
strain,0.00072
dinner,0.00616
before,0.1692
bed,0.01632
shocking,0.01256
overexciting,8e-05
sitcom,0.0068
performance,0.07624
fight,0.044
inadequacy,0.00024
job,0.06304
bearable,0.0024
watchable,0.01568
shows,0.068
escort,0.0012
investigation,0.00376
circle,0.0036
powerful,0.01016
men's,0.00168
thrilling,0.00472
engaging,0.00984
wrong,0.08936
pacing,0.01304
excruciatingly,0.00408
40,0.01096
seriously,0.05248
condensed,0.00072
ten,0.0336
lacks,0.0212
thrills,0.0052
aggravates,0.00016
boredom,0.00984
argument,0.00512
plain,0.03264
devoid,0.0064
emotion,0.01336
stiff,0.0064
upper,0.00336
lip,0.00216
higher,0.00872
class,0.02752
sad,0.03912
becomes,0.05184
despite,0.05048
strong,0.02552
must,0.11672
harrison,0.00304
save,0.05928
interest,0.04384
script,0.16176
awful,0.11816
sat,0.01704
utter,0.01488
amazement,0.00032
earth,0.0368
producers,0.02592
clever,0.01848
hid,0.00096
names,0.01712
go,0.21128
blockbuster,0.0084
willem,0.0016
dafoe,0.0028
rent,0.03592
movieboy,8e-05
ripped,0.00856
wornout,0.00032
rap,0.00352
case,0.06288
+,0.00304
equally,0.01352
outsider,0.00064
shut,0.00784
outstanding,0.00616
rise,0.00792
above,0.02936
hackneyed,0.00472
origins,0.00184
drones,0.00112
change,0.0316
intensity,0.00352
arcs,0.00096
inexplicable,0.0036
behavior,0.0108
homosexuality,0.00184
theme,0.02624
unnecessary,0.01736
hand,0.04592
unexplored,0.00056
included,0.01
titillate,0.00048
hollywood,0.06232
learn,0.02552
gay,0.02856
automatically,0.00392
compelling,0.00864
picture,0.05056
regrettably,0.00056
dreadful,0.01616
definitely,0.04272
miss,0.02632
drivein,0.00256
1959,0.00136
howard,0.0068
duck,0.00304
considered,0.01784
tried,0.0408
combine,0.00312
genera,0.00016
one;,0.00136
horror,0.15848
teenage,0.01176
rod,0.00312
sired,0.00016
deserves,0.02056
viewing,0.022
accurate,0.00848
reflection,0.00184
ghost,0.01832
dragstrip,0.00024
hollow,0.00552
typical,0.02704
1950's,0.00312
teens,0.00784
turmoil,0.00152
science,0.0208
fiction,0.01336
concerns,0.00464
group,0.04472
kicked,0.004
club,0.01648
cannot,0.0488
meet,0.02208
decide,0.02232
haunted,0.0072
house,0.07944
saving,0.01336
grace,0.01312
blaisdell,0.00024
creature,0.01552
suit,0.01336
turns,0.04608
monster,0.03256
'50s,0.00104
hotrodding,8e-05
encountering,0.00064
supernatural,0.00792
pay,0.02752
hangout,0.00016
evicted,0.00024
nowhere,0.02536
apparently,0.05056
guessed,0.00544
arrive,0.00472
weird,0.02848
start,0.0756
happening,0.01664
twist,0.02552
haven't,0.02896
entertainment,0.03072
nonetheless,0.0052
foulmouthed,0.00096
parrot,0.00048
let,0.07448
rephrase,0.00032
talk,0.036
quentin,0.00232
tarantino,0.00304
bird,0.00304
movie's,0.01784
pure,0.01936
hokum,0.00104
harmless,0.00288
spotless,8e-05
netherworld,0.00016
gone,0.02928
biggest,0.024
sin,0.0048
commit,0.00576
defying,0.00048
traffic,0.00288
ticket,0.00488
opens,0.00912
young,0.10312
female,0.04248
auto,0.0016
fanatic,0.00184
business,0.01936
arch,0.0012
rival,0.00304
pressures,0.00048
race,0.01248
dragracingthis,8e-05
bflick,0.00032
concerned,0.0108
rock,0.02712
'n,0.00088
roll,0.012
folks,0.01472
american,0.06944
international,0.00784
obviously,0.058
fond,0.0036
square,0.00392
party,0.01912
yet,0.09304
mind,0.07064
adult,0.0148
chaperone,0.00016
amusing,0.02056
double,0.01184
entendres,0.00016
fruity,0.00024
exchanges,0.00064
necking,8e-05
we'd,0.00392
fresh,0.00912
airdad,8e-05
you'd,0.02088
down,0.1512
throat,0.0064
late,0.03544
arriving,0.0016
brief,0.01456
65,0.00088
cheats,0.0012
climactic,0.00256
offscreen,0.00288
prescooby,8e-05
doostyled,8e-05
unmasking,0.00032
makes,0.14432
nostalgia,0.00256
buffs,0.00272
mindless,0.00864
fun,0.078
unlikeable,0.00448
talents,0.01048
deneuve,0.00048
auteuil,0.00024
kareena,0.00312
kapoor,0.00512
bikini,0.00312
hmmmmmmmm,8e-05
akshay,0.0048
kumar,0.00344
anil,0.00408
saif,0.00248
banner,0.00096
didnt,0.00168
jbj,8e-05
o,0.00432
criticism,0.00456
half,0.08896
intrigue,0.0032
irritation,0.00104
mixed,0.00832
seeing,0.0784
guy,0.14776
ritchie,0.00264
lock,0.00312
stock,0.01328
snatch,0.00128
sizzling,0.00016
skinny,0.0024
annoying,0.06224
understand,0.06656
sidey,8e-05
ala,0.002
main,0.09736
khiladi,8e-05
occasional,0.00752
chuckles,0.00232
goosebumps,0.00024
kareenasaif,8e-05
rain,0.00488
bike,0.00296
hmmmmmmm,0.00016
promises,0.0028
unbearable,0.00704
cheer,0.00176
interval,0.00032
wet,0.00384
treated,0.01224
numbing,0.00168
difficult,0.02448
words,0.03496
suddenly,0.02488
seam,0.00016
sidekick,0.00432
anorexic,0.00064
realise,0.004
last,0.10984
floor,0.01232
now,0.17336
empty,0.01408
face,0.0612
big,0.12688
body,0.04328
girls,0.05056
notice,0.01456
guys,0.05904
observation,0.00176
sidekicks,0.00088
nerves,0.00272
madness,0.00448
extent,0.00648
intolerable,0.00128
subjected,0.00464
absurdity,0.00312
done,0.1172
deserve,0.01496
collective,0.00248
gasp,0.00232
went,0.06368
trough,0.00056
song,0.0312
ordinary,0.00784
relieve,0.00088
trauma,0.00168
anymore,0.0136
conclusion,0.01944
buzz,0.00264
turn,0.05432
high,0.07456
ends,0.03992
slowly,0.01264
moving,0.01832
towards,0.02344
headache,0.00376
rapidly,0.00288
blown,0.006
migraine,0.00032
attack,0.02072
please,0.05304
academic,0.002
+s,0.0004
confusionneed,8e-05
book,0.09792
pages,0.00296
310,0.01288
im,0.00456
avoid,0.05048
1s,0.00016
2s,0.00016
unwatchable,0.00824
matter,0.04152
rented,0.01896
dvd,0.07584
lugacy,8e-05
earnest,0.00248
comments,0.03136
desperately,0.00832
wants,0.04936
deep,0.01776
comment,0.02768
human,0.04456
realizing,0.0032
practically,0.0112
genre,0.03752
plus,0.02584
simplistic,0.00456
issue,0.01032
ways,0.02432
characters',0.0032
often,0.04968
strains,0.00064
belief,0.00848
i'd,0.05944
filmtvliteraturelife,8e-05
honest,0.01624
i've,0.1432
comics,0.00408
artfully,0.00048
problem,0.07408
cinematic,0.01616
besides,0.01648
fairly,0.02376
overall,0.04824
invests,0.00048
vijay,0.00096
krishna,0.0008
acharya's,0.00016
'tashan',0.00016
overhyped,0.00088
stylized,0.00152
product,0.01
stylish,0.00416
content,0.0144
masses,0.00288
reject,0.00224
amateur,0.01288
2,0.11408
baby,0.0248
king,0.03032
greatest,0.0156
alltime,0.00304
tashan,0.00344
produced,0.0196
successful,0.01664
'yash,8e-05
raj,0.00248
films',0.00064
mega,0.00096
appearing,0.00552
thumbs,0.00432
veteran,0.00696
actor,0.08552
okay,0.03768
role,0.09472
sole,0.00616
looked,0.05336
leaves,0.02456
stand,0.02608
ali,0.00232
khan,0.0044
due,0.03368
sanjay,0.00032
mishra,0.00016
manoj,0.00048
phawa,8e-05
yashpal,8e-05
sharma,0.00024
failure,0.01272
box,0.02632
office,0.01808
tera,8e-05
jadoo,8e-05
chal,0.00016
gaya,0.00016
humor,0.0452
sequences,0.0268
haphazard,0.00176
thumbsup,0.00016
advertisements,0.0012
stitched,0.00032
heavily,0.0072
influenced,0.00256
matrix,0.00808
kungfu,0.00192
hustle,0.00032
poorly,0.04968
executed,0.01008
expectations,0.01728
exasperating,0.00024
experience,0.03248
wonder,0.05168
remember,0.05752
give,0.14504
'1',0.00032
bollywood,0.00744
proves,0.01152
summer,0.0116
season,0.01736
cinemas,0.00216
limited,0.01096
what's,0.03752
hottest,0.00096
week,0.01568
999%,0.0004
screens,0.0032
dedicated,0.00336
ok,0.05616
exaggerate,0.00048
percentage,0.00104
drift,0.00136
share,0.01072
anticipated,0.00216
blockbusters,0.00144
trailers,0.00456
shown,0.03432
hyped,0.0028
billed,0.00352
2008,0.00264
lower,0.01032
turnout,8e-05
jodha,8e-05
akbar,0.00032
knew,0.0348
fundamentally,0.00096
literal,0.00152
english,0.03272
title,0.06456
substance,0.01176
usual,0.03352
forced,0.03008
bordered,0.00032
tad,0.00328
ridiculous,0.062
standards,0.0148
surprising,0.00688
acharya,0.00064
wrote,0.02504
dhoom,0.00128
both,0.0916
tremendously,0.00176
rookie,0.00104
outing,0.00272
fault,0.01064
scratch,0.00272
head,0.0672
clunky,0.00296
force,0.01808
credit,0.02176
allowed,0.01352
avenue,0.0008
question,0.02776
motivation,0.00688
toward,0.01064
finale,0.00928
guessing,0.00528
moment,0.03904
latched,8e-05
mimicking,0.00056
thai,0.00112
hong,0.00376
kong's,0.0004
wirework,0.00024
hollywood's,0.0036
ludicrous,0.01088
firearms,0.00048
gunplay,0.00048
zero,0.01952
recoil,0.00056
bid,0.00064
include,0.01336
kitchen,0.0048
sink,0.00392
assortment,0.00168
vehicles,0.0024
cake,0.00416
homage,0.00536
jetski,8e-05
boat,0.01088
unintentional,0.0072
attributed,0.00144
hammed,0.00024
jimmy,0.0052
cliff,0.00376
call,0.04472
center,0.00768
executive,0.00536
tuition,0.00032
platform,0.00216
fishing,0.00248
girlfriend,0.024
material,0.03392
playboy,0.00232
junked,0.00024
aside,0.02008
meets,0.01776
pooja,0.00072
singh,0.00144
who's,0.02576
meek,0.00064
sweet,0.01152
natured,0.00048
hottie,0.00096
engages,0.00128
jimmy's,0.00024
services,0.00168
boss,0.012
mobster,0.00128
bhaiyyaji,0.00064
broken,0.01016
phrases,0.0016
ahbeng,8e-05
complete,0.05048
quartet,0.00072
bachchan,0.00304
pandey,0.00048
illiterate,0.0016
gangster,0.0068
hire,0.00624
engaged,0.00352
hunt,0.00704
escape,0.01752
money,0.12744
stolen,0.00816
bahiyyaji's,8e-05
begins,0.02376
road,0.01512
trip,0.01608
sorts,0.00688
friends,0.06304
enemies,0.00328
wears,0.00688
implausible,0.00584
hero,0.03864
executing,0.0004
moves,0.01528
rambo,0.00688
absolutely,0.0672
amps,0.00016
sex,0.07704
factor,0.00832
uses,0.01752
charms,0.00224
guile,0.00032
men,0.06016
touted,0.00064
costumes,0.01456
boast,0.00112
plunging,0.00032
necklines,0.00016
hemlines,8e-05
knee,0.00048
backstory,0.002
created,0.01752
kumar's,0.00032
touching,0.0056
nongreen,8e-05
incredible,0.01192
hulk,0.00408
gravitydefying,8e-05
leaps,0.00168
packing,0.00088
punches,0.00224
wounds,0.0028
heal,0.00096
impressively,0.00088
puts,0.01176
wolverine,0.00176
damn,0.01744
alphamale,0.00032
rara,8e-05
mode,0.00248
adversaries,0.0004
tune,0.00536
memorable,0.01552
cheers,0.0016
pandeybachchanpandey,8e-05
usually,0.04208
able,0.04176
obvious,0.0516
